"CONTADOR","TORRE","HELICE","PE","I_GRAUS","L_m","NSPTponta","T_kNm"
2,"TORRE 245-1_D1SE",6,"D5",5,2,2,2.58
3,"TORRE 245-1_D1SE",6,"D5",5,3,4,3.8
4,"TORRE 245-1_D1SE",6,"D5",5,4,3,4.2
5,"TORRE 245-1_D1SE",6,"D5",5,5,4,5.69
6,"TORRE 245-1_D1SE",6,"D5",5,6,5,7.05
7,"TORRE 245-1_D1SE",6,"D5",5,7,5,8.41
8,"TORRE 245-1_D1SE",6,"D5",5,8,5,9.9
9,"TORRE 245-1_D1SE",6,"D5",5,9,12,11.12
10,"TORRE 245-1_D1SE",6,"D5",5,10,12,12.74
11,"TORRE 245-1_D1SE",6,"D5",5,11,11,14.1
12,"TORRE 245-1_D1SE",6,"D5",5,12,13,15.59
13,"TORRE 245-1_D1SE",6,"D5",5,13,15,16.95
1,"TORRE 245-1_D1SE",6,"D6",5,1,0,0
2,"TORRE 245-1_D1SE",6,"D6",5,2,2,2.44
3,"TORRE 245-1_D1SE",6,"D6",5,3,4,3.53
4,"TORRE 245-1_D1SE",6,"D6",5,4,3,4.61
5,"TORRE 245-1_D1SE",6,"D6",5,5,4,5.69
6,"TORRE 245-1_D1SE",6,"D6",5,6,5,7.05
7,"TORRE 245-1_D1SE",6,"D6",5,7,5,8.41
8,"TORRE 245-1_D1SE",6,"D6",5,8,5,9.9
9,"TORRE 245-1_D1SE",6,"D6",5,9,12,11.12
10,"TORRE 245-1_D1SE",6,"D6",5,10,12,12.74
11,"TORRE 245-1_D1SE",6,"D6",5,11,11,14.1
12,"TORRE 245-1_D1SE",6,"D6",5,12,13,15.59
13,"TORRE 245-1_D1SE",6,"D6",5,13,15,16.81
1,"TORRE 245-1_D1SE",6,"D7",20,1,0,0
2,"TORRE 245-1_D1SE",6,"D7",20,2,2,2.58
3,"TORRE 245-1_D1SE",6,"D7",20,3,4,3.39
4,"TORRE 245-1_D1SE",6,"D7",20,4,3,4.34
5,"TORRE 245-1_D1SE",6,"D7",20,5,4,5.97
6,"TORRE 245-1_D1SE",6,"D7",20,6,5,7.32
7,"TORRE 245-1_D1SE",6,"D7",20,7,5,8.54
8,"TORRE 245-1_D1SE",6,"D7",20,8,5,10.03
9,"TORRE 245-1_D1SE",6,"D7",20,9,12,11.66
10,"TORRE 245-1_D1SE",6,"D7",20,10,12,12.47
11,"TORRE 245-1_D1SE",6,"D7",20,11,11,13.96
12,"TORRE 245-1_D1SE",6,"D7",20,12,13,15.73
13,"TORRE 245-1_D1SE",6,"D7",20,13,15,16.54
1,"TORRE 245-1_D1SE",6,"D8",18,1,0,0
2,"TORRE 245-1_D1SE",6,"D8",18,2,2,2.44
3,"TORRE 245-1_D1SE",6,"D8",18,3,4,3.53
4,"TORRE 245-1_D1SE",6,"D8",18,4,3,4.61
5,"TORRE 245-1_D1SE",6,"D8",18,5,4,5.83
6,"TORRE 245-1_D1SE",6,"D8",18,6,5,7.05
7,"TORRE 245-1_D1SE",6,"D8",18,7,5,8.81
8,"TORRE 245-1_D1SE",6,"D8",18,8,5,10.3
9,"TORRE 245-1_D1SE",6,"D8",18,9,12,11.12
10,"TORRE 245-1_D1SE",6,"D8",18,10,12,12.34
11,"TORRE 245-1_D1SE",6,"D8",18,11,11,14.24
12,"TORRE 245-1_D1SE",6,"D8",18,12,13,15.32
13,"TORRE 245-1_D1SE",6,"D8",18,13,15,17.08
1,"TORRE 245-1_D1SE",6,"D9",20,1,0,0
2,"TORRE 245-1_D1SE",6,"D9",20,2,2,2.58
3,"TORRE 245-1_D1SE",6,"D9",20,3,4,3.12
4,"TORRE 245-1_D1SE",6,"D9",20,4,3,4.47
5,"TORRE 245-1_D1SE",6,"D9",20,5,4,5.69
6,"TORRE 245-1_D1SE",6,"D9",20,6,5,6.91
7,"TORRE 245-1_D1SE",6,"D9",20,7,5,8.68
8,"TORRE 245-1_D1SE",6,"D9",20,8,5,10.17
9,"TORRE 245-1_D1SE",6,"D9",20,9,12,10.98
10,"TORRE 245-1_D1SE",6,"D9",20,10,12,12.74
11,"TORRE 245-1_D1SE",6,"D9",20,11,11,14.37
12,"TORRE 245-1_D1SE",6,"D9",20,12,13,16.13
13,"TORRE 245-1_D1SE",6,"D9",20,13,15,16.81
1,"TORRE 245-2_D1SE",6,"A1",5,1,0,0
2,"TORRE 245-2_D1SE",6,"A1",5,2,2,5.29
3,"TORRE 245-2_D1SE",6,"A1",5,3,3,6.24
4,"TORRE 245-2_D1SE",6,"A1",5,4,4,8
5,"TORRE 245-2_D1SE",6,"A1",5,5,5,8.68
6,"TORRE 245-2_D1SE",6,"A1",5,6,7,10.3
7,"TORRE 245-2_D1SE",6,"A1",5,7,8,12.07
8,"TORRE 245-2_D1SE",6,"A1",5,8,11,13.15
9,"TORRE 245-2_D1SE",6,"A1",5,9,12,13.15
10,"TORRE 245-2_D1SE",6,"A1",5,10,12,15.73
11,"TORRE 245-2_D1SE",6,"A1",5,11,15,15.86
1,"TORRE 245-2_D1SE",6,"A2",23,1,0,0
2,"TORRE 245-2_D1SE",6,"A2",23,2,2,4.88
3,"TORRE 245-2_D1SE",6,"A2",23,3,3,6.37
4,"TORRE 245-2_D1SE",6,"A2",23,4,4,7.59
5,"TORRE 245-2_D1SE",6,"A2",23,5,5,8.68
6,"TORRE 245-2_D1SE",6,"A2",23,6,7,9.36
7,"TORRE 245-2_D1SE",6,"A2",23,7,8,10.03
8,"TORRE 245-2_D1SE",6,"A2",23,8,11,12.07
9,"TORRE 245-2_D1SE",6,"A2",23,9,12,12.47
10,"TORRE 245-2_D1SE",6,"A2",23,10,12,15.73
11,"TORRE 245-2_D1SE",6,"A2",23,11,15,16.27
1,"TORRE 245-2_D1SE",6,"A3",23,1,0,0
2,"TORRE 245-2_D1SE",6,"A3",23,2,2,4.88
3,"TORRE 245-2_D1SE",6,"A3",23,3,3,8
4,"TORRE 245-2_D1SE",6,"A3",23,4,4,8.54
5,"TORRE 245-2_D1SE",6,"A3",23,5,5,10.03
6,"TORRE 245-2_D1SE",6,"A3",23,6,7,11.66
7,"TORRE 245-2_D1SE",6,"A3",23,7,8,13.02
8,"TORRE 245-2_D1SE",6,"A3",23,8,11,15.86
9,"TORRE 245-2_D1SE",6,"A3",23,9,12,16.13
1,"TORRE 245-2_D1SE",6,"A4",5,1,0,0
2,"TORRE 245-2_D1SE",6,"A4",5,2,2,2.98
3,"TORRE 245-2_D1SE",6,"A4",5,3,3,5.02
4,"TORRE 245-2_D1SE",6,"A4",5,4,4,6.24
5,"TORRE 245-2_D1SE",6,"A4",5,5,5,7.32
6,"TORRE 245-2_D1SE",6,"A4",5,6,7,7.59
7,"TORRE 245-2_D1SE",6,"A4",5,7,8,8.68
8,"TORRE 245-2_D1SE",6,"A4",5,8,11,8.68
9,"TORRE 245-2_D1SE",6,"A4",5,9,12,10.71
10,"TORRE 245-2_D1SE",6,"A4",5,10,12,12.07
11,"TORRE 245-2_D1SE",6,"A4",5,11,15,13.02
12,"TORRE 245-2_D1SE",6,"A4",5,12,15,15.73
13,"TORRE 245-2_D1SE",6,"A4",5,13,14,16.27
1,"TORRE 245-2_D1SE",6,"A5",5,1,0,0
2,"TORRE 245-2_D1SE",6,"A5",5,2,2,3.25
3,"TORRE 245-2_D1SE",6,"A5",5,3,3,4.88
4,"TORRE 245-2_D1SE",6,"A5",5,4,4,6.24
5,"TORRE 245-2_D1SE",6,"A5",5,5,5,8
6,"TORRE 245-2_D1SE",6,"A5",5,6,7,8.68
7,"TORRE 245-2_D1SE",6,"A5",5,7,8,9.36
8,"TORRE 245-2_D1SE",6,"A5",5,8,11,10.44
9,"TORRE 245-2_D1SE",6,"A5",5,9,12,12.07
10,"TORRE 245-2_D1SE",6,"A5",5,10,12,12.47
11,"TORRE 245-2_D1SE",6,"A5",5,11,15,12.75
12,"TORRE 245-2_D1SE",6,"A5",5,12,15,15.73
13,"TORRE 245-2_D1SE",6,"A5",5,13,14,16.13
1,"TORRE 245-2_D1SE",6,"A6",5,1,0,0
2,"TORRE 245-2_D1SE",6,"A6",5,2,2,3.93
3,"TORRE 245-2_D1SE",6,"A6",5,3,3,6.37
4,"TORRE 245-2_D1SE",6,"A6",5,4,4,7.32
5,"TORRE 245-2_D1SE",6,"A6",5,5,5,9.08
6,"TORRE 245-2_D1SE",6,"A6",5,6,7,10.71
7,"TORRE 245-2_D1SE",6,"A6",5,7,8,11.12
8,"TORRE 245-2_D1SE",6,"A6",5,8,11,12.75
9,"TORRE 245-2_D1SE",6,"A6",5,9,12,13.02
10,"TORRE 245-2_D1SE",6,"A6",5,10,12,16.13
11,"TORRE 245-2_D1SE",6,"A6",5,11,15,16.27
1,"TORRE 245-2_D1SE",6,"A7",20,1,0,0
2,"TORRE 245-2_D1SE",6,"A7",20,2,2,4.88
3,"TORRE 245-2_D1SE",6,"A7",20,3,3,7.32
4,"TORRE 245-2_D1SE",6,"A7",20,4,4,9.36
5,"TORRE 245-2_D1SE",6,"A7",20,5,5,10.03
6,"TORRE 245-2_D1SE",6,"A7",20,6,7,12.07
7,"TORRE 245-2_D1SE",6,"A7",20,7,8,12.75
8,"TORRE 245-2_D1SE",6,"A7",20,8,11,16.13
9,"TORRE 245-2_D1SE",6,"A7",20,9,12,15.73
1,"TORRE 245-2_D1SE",6,"A8",18,1,0,0
2,"TORRE 245-2_D1SE",6,"A8",18,2,2,4.61
3,"TORRE 245-2_D1SE",6,"A8",18,3,3,5.83
4,"TORRE 245-2_D1SE",6,"A8",18,4,4,8
5,"TORRE 245-2_D1SE",6,"A8",18,5,5,8.68
6,"TORRE 245-2_D1SE",6,"A8",18,6,7,10.71
7,"TORRE 245-2_D1SE",6,"A8",18,7,8,11.66
8,"TORRE 245-2_D1SE",6,"A8",18,8,11,12.61
9,"TORRE 245-2_D1SE",6,"A8",18,9,12,12.75
10,"TORRE 245-2_D1SE",6,"A8",18,10,12,16.13
11,"TORRE 245-2_D1SE",6,"A8",18,11,15,16.27
1,"TORRE 245-2_D1SE",6,"A9",20,1,0,0
2,"TORRE 245-2_D1SE",6,"A9",20,2,2,3.8
3,"TORRE 245-2_D1SE",6,"A9",20,3,3,4.61
4,"TORRE 245-2_D1SE",6,"A9",20,4,4,5.69
5,"TORRE 245-2_D1SE",6,"A9",20,5,5,7.05
6,"TORRE 245-2_D1SE",6,"A9",20,6,7,8.68
7,"TORRE 245-2_D1SE",6,"A9",20,7,8,10.03
8,"TORRE 245-2_D1SE",6,"A9",20,8,11,11.12
9,"TORRE 245-2_D1SE",6,"A9",20,9,12,14.1
10,"TORRE 245-2_D1SE",6,"A9",20,10,12,15.73
11,"TORRE 245-2_D1SE",6,"A9",20,11,15,16.68
1,"TORRE 245-2_D1SE",6,"B1",5,1,0,0
2,"TORRE 245-2_D1SE",6,"B1",5,2,2,3.53
3,"TORRE 245-2_D1SE",6,"B1",5,3,3,4.61
4,"TORRE 245-2_D1SE",6,"B1",5,4,4,6.24
5,"TORRE 245-2_D1SE",6,"B1",5,5,5,7.19
6,"TORRE 245-2_D1SE",6,"B1",5,6,7,9.08
7,"TORRE 245-2_D1SE",6,"B1",5,7,8,10.58
8,"TORRE 245-2_D1SE",6,"B1",5,8,11,12.07
9,"TORRE 245-2_D1SE",6,"B1",5,9,12,14.1
10,"TORRE 245-2_D1SE",6,"B1",5,10,12,15.32
11,"TORRE 245-2_D1SE",6,"B1",5,11,15,16.54
1,"TORRE 245-2_D1SE",6,"B2",23,1,0,0
2,"TORRE 245-2_D1SE",6,"B2",23,2,2,3.66
3,"TORRE 245-2_D1SE",6,"B2",23,3,3,4.34
4,"TORRE 245-2_D1SE",6,"B2",23,4,4,5.83
5,"TORRE 245-2_D1SE",6,"B2",23,5,5,8.95
6,"TORRE 245-2_D1SE",6,"B2",23,6,7,9.9
7,"TORRE 245-2_D1SE",6,"B2",23,7,8,11.66
8,"TORRE 245-2_D1SE",6,"B2",23,8,11,12.61
9,"TORRE 245-2_D1SE",6,"B2",23,9,12,14.24
10,"TORRE 245-2_D1SE",6,"B2",23,10,12,15.81
11,"TORRE 245-2_D1SE",6,"B2",23,11,15,16.81
1,"TORRE 245-2_D1SE",6,"B3",23,1,0,0
2,"TORRE 245-2_D1SE",6,"B3",23,2,2,3.8
3,"TORRE 245-2_D1SE",6,"B3",23,3,3,4.61
4,"TORRE 245-2_D1SE",6,"B3",23,4,4,7.59
5,"TORRE 245-2_D1SE",6,"B3",23,5,5,8.54
6,"TORRE 245-2_D1SE",6,"B3",23,6,7,10.03
7,"TORRE 245-2_D1SE",6,"B3",23,7,8,11.8
8,"TORRE 245-2_D1SE",6,"B3",23,8,11,12.88
9,"TORRE 245-2_D1SE",6,"B3",23,9,12,13.97
10,"TORRE 245-2_D1SE",6,"B3",23,10,12,15.46
11,"TORRE 245-2_D1SE",6,"B3",23,10.95,15,16.68
1,"TORRE 245-2_D1SE",6,"B4",5,1,0,0
2,"TORRE 245-2_D1SE",6,"B4",5,2,2,3.93
3,"TORRE 245-2_D1SE",6,"B4",5,3,3,4.2
4,"TORRE 245-2_D1SE",6,"B4",5,4,4,5.83
5,"TORRE 245-2_D1SE",6,"B4",5,5,5,7.59
6,"TORRE 245-2_D1SE",6,"B4",5,6,7,9.9
7,"TORRE 245-2_D1SE",6,"B4",5,7,8,11.39
8,"TORRE 245-2_D1SE",6,"B4",5,8,11,12.61
9,"TORRE 245-2_D1SE",6,"B4",5,9,12,14.24
10,"TORRE 245-2_D1SE",6,"B4",5,10,12,15.73
11,"TORRE 245-2_D1SE",6,"B4",5,11,15,16.54
1,"TORRE 245-2_D1SE",6,"B5",5,1,0,0
2,"TORRE 245-2_D1SE",6,"B5",5,2,2,3.66
3,"TORRE 245-2_D1SE",6,"B5",5,3,3,4.61
4,"TORRE 245-2_D1SE",6,"B5",5,4,4,7.59
5,"TORRE 245-2_D1SE",6,"B5",5,5,5,8.68
6,"TORRE 245-2_D1SE",6,"B5",5,6,7,11.66
7,"TORRE 245-2_D1SE",6,"B5",5,7,8,12.75
8,"TORRE 245-2_D1SE",6,"B5",5,8,11,13.97
9,"TORRE 245-2_D1SE",6,"B5",5,9,12,15.19
10,"TORRE 245-2_D1SE",6,"B5",5,10,12,16
11,"TORRE 245-2_D1SE",6,"B5",5,11,15,16.95
1,"TORRE 245-2_D1SE",6,"B6",5,1,0,0
2,"TORRE 245-2_D1SE",6,"B6",5,2,2,3.39
3,"TORRE 245-2_D1SE",6,"B6",5,3,3,4.34
4,"TORRE 245-2_D1SE",6,"B6",5,4,4,8.41
5,"TORRE 245-2_D1SE",6,"B6",5,5,5,10.3
6,"TORRE 245-2_D1SE",6,"B6",5,6,7,12.07
7,"TORRE 245-2_D1SE",6,"B6",5,7,8,12.75
8,"TORRE 245-2_D1SE",6,"B6",5,8,11,13.83
9,"TORRE 245-2_D1SE",6,"B6",5,9,12,14.78
10,"TORRE 245-2_D1SE",6,"B6",5,10,12,15.46
11,"TORRE 245-2_D1SE",6,"B6",5,10.95,15,16.68
1,"TORRE 245-2_D1SE",6,"B7",20,1,0,0
2,"TORRE 245-2_D1SE",6,"B7",20,2,2,3.8
3,"TORRE 245-2_D1SE",6,"B7",20,3,3,4.61
4,"TORRE 245-2_D1SE",6,"B7",20,4,4,7.19
5,"TORRE 245-2_D1SE",6,"B7",20,5,5,8.68
6,"TORRE 245-2_D1SE",6,"B7",20,6,7,9.9
7,"TORRE 245-2_D1SE",6,"B7",20,7,8,10.85
8,"TORRE 245-2_D1SE",6,"B7",20,8,11,12.88
9,"TORRE 245-2_D1SE",6,"B7",20,9,12,14.37
10,"TORRE 245-2_D1SE",6,"B7",20,10,12,15.73
11,"TORRE 245-2_D1SE",6,"B7",20,11,15,16.81
1,"TORRE 245-2_D1SE",6,"B8",18,1,0,0
2,"TORRE 245-2_D1SE",6,"B8",18,2,2,3.93
3,"TORRE 245-2_D1SE",6,"B8",18,3,3,4.75
4,"TORRE 245-2_D1SE",6,"B8",18,4,4,6.24
5,"TORRE 245-2_D1SE",6,"B8",18,5,5,7.32
6,"TORRE 245-2_D1SE",6,"B8",18,6,7,8.81
7,"TORRE 245-2_D1SE",6,"B8",18,7,8,9.9
8,"TORRE 245-2_D1SE",6,"B8",18,8,11,11.66
9,"TORRE 245-2_D1SE",6,"B8",18,9,12,13.42
10,"TORRE 245-2_D1SE",6,"B8",18,10,12,15.46
11,"TORRE 245-2_D1SE",6,"B8",18,11,15,16.54
1,"TORRE 245-2_D1SE",6,"B9",20,1,0,0
2,"TORRE 245-2_D1SE",6,"B9",20,2,2,3.8
3,"TORRE 245-2_D1SE",6,"B9",20,3,3,4.61
4,"TORRE 245-2_D1SE",6,"B9",20,4,4,6.24
5,"TORRE 245-2_D1SE",6,"B9",20,5,5,8.95
6,"TORRE 245-2_D1SE",6,"B9",20,6,7,9.9
7,"TORRE 245-2_D1SE",6,"B9",20,7,8,11.39
8,"TORRE 245-2_D1SE",6,"B9",20,8,11,12.61
9,"TORRE 245-2_D1SE",6,"B9",20,9,12,14.24
10,"TORRE 245-2_D1SE",6,"B9",20,10,12,15.19
11,"TORRE 245-2_D1SE",6,"B9",20,11,15,16.54
1,"TORRE 245-2_D1SE",6,"C1",5,1,0,0
2,"TORRE 245-2_D1SE",6,"C1",5,2,2,3.66
3,"TORRE 245-2_D1SE",6,"C1",5,3,3,4.88
4,"TORRE 245-2_D1SE",6,"C1",5,4,4,6.24
5,"TORRE 245-2_D1SE",6,"C1",5,5,5,8.54
6,"TORRE 245-2_D1SE",6,"C1",5,6,7,10.3
7,"TORRE 245-2_D1SE",6,"C1",5,7,8,11.39
8,"TORRE 245-2_D1SE",6,"C1",5,8,11,12.47
9,"TORRE 245-2_D1SE",6,"C1",5,9,12,13.69
10,"TORRE 245-2_D1SE",6,"C1",5,10,12,14.64
11,"TORRE 245-2_D1SE",6,"C1",5,11,15,16
1,"TORRE 245-2_D1SE",6,"C2",23,1,0,0
2,"TORRE 245-2_D1SE",6,"C2",23,2,2,3.93
3,"TORRE 245-2_D1SE",6,"C2",23,3,3,5.83
4,"TORRE 245-2_D1SE",6,"C2",23,4,4,7.05
5,"TORRE 245-2_D1SE",6,"C2",23,5,5,8.68
6,"TORRE 245-2_D1SE",6,"C2",23,6,7,9.9
7,"TORRE 245-2_D1SE",6,"C2",23,7,8,11.12
8,"TORRE 245-2_D1SE",6,"C2",23,8,11,12.75
9,"TORRE 245-2_D1SE",6,"C2",23,9,12,14.1
10,"TORRE 245-2_D1SE",6,"C2",23,10,12,15.73
11,"TORRE 245-2_D1SE",6,"C2",23,10.95,15,16.68
1,"TORRE 245-2_D1SE",6,"C3",23,1,0,0
2,"TORRE 245-2_D1SE",6,"C3",23,2,2,3.8
3,"TORRE 245-2_D1SE",6,"C3",23,3,3,4.61
4,"TORRE 245-2_D1SE",6,"C3",23,4,4,5.83
5,"TORRE 245-2_D1SE",6,"C3",23,5,5,7.32
6,"TORRE 245-2_D1SE",6,"C3",23,6,7,8.81
7,"TORRE 245-2_D1SE",6,"C3",23,7,8,10.03
8,"TORRE 245-2_D1SE",6,"C3",23,8,11,11.66
9,"TORRE 245-2_D1SE",6,"C3",23,9,12,13.42
10,"TORRE 245-2_D1SE",6,"C3",23,10,12,15.73
11,"TORRE 245-2_D1SE",6,"C3",23,11,15,16.81
1,"TORRE 245-2_D1SE",6,"C4",5,1,0,0
2,"TORRE 245-2_D1SE",6,"C4",5,2,2,3.66
3,"TORRE 245-2_D1SE",6,"C4",5,3,3,5.69
4,"TORRE 245-2_D1SE",6,"C4",5,4,4,7.05
5,"TORRE 245-2_D1SE",6,"C4",5,5,5,8.68
6,"TORRE 245-2_D1SE",6,"C4",5,6,7,10.03
7,"TORRE 245-2_D1SE",6,"C4",5,7,8,11.66
8,"TORRE 245-2_D1SE",6,"C4",5,8,11,12.61
9,"TORRE 245-2_D1SE",6,"C4",5,9,12,14.24
10,"TORRE 245-2_D1SE",6,"C4",5,10,12,15.59
11,"TORRE 245-2_D1SE",6,"C4",5,11,15,16.54
1,"TORRE 245-2_D1SE",6,"C5",5,1,0,0
2,"TORRE 245-2_D1SE",6,"C5",5,2,2,3.8
3,"TORRE 245-2_D1SE",6,"C5",5,3,3,4.61
4,"TORRE 245-2_D1SE",6,"C5",5,4,4,5.83
5,"TORRE 245-2_D1SE",6,"C5",5,5,5,7.59
6,"TORRE 245-2_D1SE",6,"C5",5,6,7,8.81
7,"TORRE 245-2_D1SE",6,"C5",5,7,8,10.3
8,"TORRE 245-2_D1SE",6,"C5",5,8,11,11.25
9,"TORRE 245-2_D1SE",6,"C5",5,9,12,13.29
10,"TORRE 245-2_D1SE",6,"C5",5,10,12,15.46
11,"TORRE 245-2_D1SE",6,"C5",5,11,15,16.41
1,"TORRE 245-2_D1SE",6,"C6",5,1,0,0
2,"TORRE 245-2_D1SE",6,"C6",5,2,2,3.53
3,"TORRE 245-2_D1SE",6,"C6",5,3,3,5.83
4,"TORRE 245-2_D1SE",6,"C6",5,4,4,7.59
5,"TORRE 245-2_D1SE",6,"C6",5,5,5,8.68
6,"TORRE 245-2_D1SE",6,"C6",5,6,7,9.9
7,"TORRE 245-2_D1SE",6,"C6",5,7,8,11.25
8,"TORRE 245-2_D1SE",6,"C6",5,8,11,12.61
9,"TORRE 245-2_D1SE",6,"C6",5,9,12,14.1
10,"TORRE 245-2_D1SE",6,"C6",5,10,12,15.59
11,"TORRE 245-2_D1SE",6,"C6",5,10.95,15,17.22
1,"TORRE 245-2_D1SE",6,"C7",20,1,0,0
2,"TORRE 245-2_D1SE",6,"C7",20,2,2,3.12
3,"TORRE 245-2_D1SE",6,"C7",20,3,3,4.61
4,"TORRE 245-2_D1SE",6,"C7",20,4,4,5.83
5,"TORRE 245-2_D1SE",6,"C7",20,5,5,7.59
6,"TORRE 245-2_D1SE",6,"C7",20,6,7,8.68
7,"TORRE 245-2_D1SE",6,"C7",20,7,8,10.3
8,"TORRE 245-2_D1SE",6,"C7",20,8,11,11.25
9,"TORRE 245-2_D1SE",6,"C7",20,9,12,13.02
10,"TORRE 245-2_D1SE",6,"C7",20,10,12,14.1
11,"TORRE 245-2_D1SE",6,"C7",20,11,15,16
1,"TORRE 245-2_D1SE",6,"C8",18,1,0,0
2,"TORRE 245-2_D1SE",6,"C8",18,2,2,3.53
3,"TORRE 245-2_D1SE",6,"C8",18,3,3,5.15
4,"TORRE 245-2_D1SE",6,"C8",18,4,4,6.1
5,"TORRE 245-2_D1SE",6,"C8",18,5,5,7.05
6,"TORRE 245-2_D1SE",6,"C8",18,6,7,8.54
7,"TORRE 245-2_D1SE",6,"C8",18,7,8,10.17
8,"TORRE 245-2_D1SE",6,"C8",18,8,11,11.39
9,"TORRE 245-2_D1SE",6,"C8",18,9,12,12.61
10,"TORRE 245-2_D1SE",6,"C8",18,10,12,14.37
11,"TORRE 245-2_D1SE",6,"C8",18,11,15,16.13
1,"TORRE 245-2_D1SE",6,"C9",20,1,0,0
2,"TORRE 245-2_D1SE",6,"C9",20,2,2,3.8
3,"TORRE 245-2_D1SE",6,"C9",20,3,3,4.61
4,"TORRE 245-2_D1SE",6,"C9",20,4,4,5.69
5,"TORRE 245-2_D1SE",6,"C9",20,5,5,7.05
6,"TORRE 245-2_D1SE",6,"C9",20,6,7,8.68
7,"TORRE 245-2_D1SE",6,"C9",20,7,8,10.03
8,"TORRE 245-2_D1SE",6,"C9",20,8,11,11.12
9,"TORRE 245-2_D1SE",6,"C9",20,9,12,14.1
10,"TORRE 245-2_D1SE",6,"C9",20,10,12,15.73
11,"TORRE 245-2_D1SE",6,"C9",20,11,15,16.68
1,"TORRE 245-2_D1SE",6,"D1",5,1,0,0
2,"TORRE 245-2_D1SE",6,"D1",5,2,2,5.02
3,"TORRE 245-2_D1SE",6,"D1",5,3,3,6.24
4,"TORRE 245-2_D1SE",6,"D1",5,4,4,8
5,"TORRE 245-2_D1SE",6,"D1",5,5,5,9.36
6,"TORRE 245-2_D1SE",6,"D1",5,6,7,10.71
7,"TORRE 245-2_D1SE",6,"D1",5,7,8,13.02
8,"TORRE 245-2_D1SE",6,"D1",5,8,11,16.13
9,"TORRE 245-2_D1SE",6,"D1",5,9,12,16.27
1,"TORRE 245-2_D1SE",6,"D2",23,1,0,0
2,"TORRE 245-2_D1SE",6,"D2",23,2,2,5.02
3,"TORRE 245-2_D1SE",6,"D2",23,3,3,7.73
4,"TORRE 245-2_D1SE",6,"D2",23,4,4,8.95
5,"TORRE 245-2_D1SE",6,"D2",23,5,5,10.71
6,"TORRE 245-2_D1SE",6,"D2",23,6,7,11.66
7,"TORRE 245-2_D1SE",6,"D2",23,7,8,13.15
8,"TORRE 245-2_D1SE",6,"D2",23,8,11,15.73
9,"TORRE 245-2_D1SE",6,"D2",23,9,12,15.86
1,"TORRE 245-2_D1SE",6,"D3",23,1,0,0
2,"TORRE 245-2_D1SE",6,"D3",23,2,2,5.69
3,"TORRE 245-2_D1SE",6,"D3",23,3,3,8
4,"TORRE 245-2_D1SE",6,"D3",23,4,4,9.36
5,"TORRE 245-2_D1SE",6,"D3",23,5,5,10.44
6,"TORRE 245-2_D1SE",6,"D3",23,6,7,12.07
7,"TORRE 245-2_D1SE",6,"D3",23,7,8,13.29
8,"TORRE 245-2_D1SE",6,"D3",23,8,11,15.86
9,"TORRE 245-2_D1SE",6,"D3",23,9,12,16
1,"TORRE 245-2_D1SE",6,"D4",5,1,0,0
2,"TORRE 245-2_D1SE",6,"D4",5,2,2,3.93
3,"TORRE 245-2_D1SE",6,"D4",5,3,3,6.24
4,"TORRE 245-2_D1SE",6,"D4",5,4,4,7.86
5,"TORRE 245-2_D1SE",6,"D4",5,5,5,9.36
6,"TORRE 245-2_D1SE",6,"D4",5,6,7,10.3
7,"TORRE 245-2_D1SE",6,"D4",5,7,8,12.07
8,"TORRE 245-2_D1SE",6,"D4",5,8,11,13.15
9,"TORRE 245-2_D1SE",6,"D4",5,9,12,15.73
10,"TORRE 245-2_D1SE",6,"D4",5,10,12,16.27
1,"TORRE 245-2_D1SE",6,"D5",5,1,0,0
2,"TORRE 245-2_D1SE",6,"D5",5,2,2,5.29
3,"TORRE 245-2_D1SE",6,"D5",5,3,3,7.59
4,"TORRE 245-2_D1SE",6,"D5",5,4,4,9.36
5,"TORRE 245-2_D1SE",6,"D5",5,5,5,10.71
6,"TORRE 245-2_D1SE",6,"D5",5,6,7,11.93
7,"TORRE 245-2_D1SE",6,"D5",5,7,8,13.15
8,"TORRE 245-2_D1SE",6,"D5",5,8,11,15.73
9,"TORRE 245-2_D1SE",6,"D5",5,9,12,15.86
1,"TORRE 245-2_D1SE",6,"D6",5,1,0,0
2,"TORRE 245-2_D1SE",6,"D6",5,2,2,3.53
3,"TORRE 245-2_D1SE",6,"D6",5,3,3,7.59
4,"TORRE 245-2_D1SE",6,"D6",5,4,4,9.36
5,"TORRE 245-2_D1SE",6,"D6",5,5,5,10.03
6,"TORRE 245-2_D1SE",6,"D6",5,6,7,11.66
7,"TORRE 245-2_D1SE",6,"D6",5,7,8,13.15
8,"TORRE 245-2_D1SE",6,"D6",5,8,11,15.73
9,"TORRE 245-2_D1SE",6,"D6",5,9,12,16.13
1,"TORRE 245-2_D1SE",6,"D7",20,1,0,0
2,"TORRE 245-2_D1SE",6,"D7",20,2,2,3.53
3,"TORRE 245-2_D1SE",6,"D7",20,3,3,7.32
4,"TORRE 245-2_D1SE",6,"D7",20,4,4,9.36
5,"TORRE 245-2_D1SE",6,"D7",20,5,5,10.3
6,"TORRE 245-2_D1SE",6,"D7",20,6,7,11.39
7,"TORRE 245-2_D1SE",6,"D7",20,7,8,13.15
8,"TORRE 245-2_D1SE",6,"D7",20,8,11,16.13
9,"TORRE 245-2_D1SE",6,"D7",20,9,12,16.27
